"48440d08","Mickaël MOREAU","2022-08-11 02:13:48 +0200","[wa-config] quick fix thanks to last wordpress.org review : never use sanitize function for output, only for input"
"53249287","Mickaël MOREAU","2022-08-10 16:22:38 +0200","[wa-config] quick fix thanks to last wordpress.org review : sanitize _COOKIES and code fixes"
"addd1d0b","Mickaël MOREAU","2022-08-09 20:13:55 +0200","[wa-config] quick fix thanks to last wordpress.org review : sanitize _COOKIES and code fixes"
"652661de","Mickaël MOREAU","2022-08-03 00:31:53 +0200","[wa-config] fixing plugins listing issue when having symlinked plugin folder"
"ce0ebff3","Mickaël MOREAU","2022-07-30 03:21:10 +0200","[wa-config] quick fix for last wordpress.org review : hardcoded paths like wp-content breaks file locations scalability sound ok"
"50b21999","Mickaël MOREAU","2022-07-29 21:33:43 +0200","[wa-config] quick fix for last wordpress.org review : hardcoded paths like wp-content breaks file locations scalability"
"8f03f7cd","Mickaël MOREAU","2022-07-28 09:06:34 +0200","[wa-config] bug fixing after pre-production tests"
"09dc46a0","Mickaël MOREAU","2022-07-27 00:22:54 +0200","[wa-config] externalize doc and tests sound OK for public or private usage (default to private usage)"
"b81d9192","Mickaël MOREAU","2022-07-27 00:22:54 +0200","[wa-config] externalize doc and tests sound OK for public or private usage (default to private usage)"
"9f811378","Mickaël MOREAU","2022-07-27 00:07:59 +0200","[wa-config] externalize doc and tests sound OK for public or private usage (default to private usage)"
"448a989f","Mickaël MOREAU","2022-07-26 23:39:21 +0200","[wa-config] externalize doc and tests in progress, speed up doc renderings for open documentation usage"
"a47836b8","Mickaël MOREAU","2022-07-26 07:09:20 +0200","[wa-config] externalize doc and tests in progress"
"9b9802c1","Mickaël MOREAU","2022-07-25 09:12:25 +0200","[wa-config] externalize doc and tests in progress"
"d9fa8736","Mickaël MOREAU","2022-07-25 08:40:37 +0200","[wa-config] externalize doc and tests in progress"
"7bc1ee57","Mickaël MOREAU","2022-07-25 07:45:43 +0200","[wa-config] externalize doc in progress + improving doc"
"20d7c06e","Mickaël MOREAU","2022-07-23 00:18:29 +0200","[wa-config] externalize doc and tests folders to avoid un-necessary reviews workload in progress"
"90357f59","Mickaël MOREAU","2022-07-22 23:35:12 +0200","[wa-config] externalize doc and tests folders to avoid un-necessary reviews workload on some features restricted to advanced administrators. Doc Warning and synchronisation of 'doc and test folder' link in progress"
"c3c77aaa","Mickaël MOREAU","2022-07-21 12:43:56 +0200","[wa-config] fixing buggy front head not loaded in frontend anymore"
