"b66b6ff","Mickaël MOREAU","2022-07-07 21:05:08 +0200","[wa-config] improving minimum required translations for ensured terms slugs"
"c54fa1d","Mickaël MOREAU","2022-07-07 20:30:24 +0200","[wa-config] improving e_skill_taxo_data_review translate terms sound OK"
"d49ba05","Mickaël MOREAU","2022-07-07 17:47:23 +0200","[wa-config] improving e_skill_taxo_data_review to generate multi-lingue terms for available polylang language OK, still need to translate and try all is OK"
"12bb081","Mickaël MOREAU","2022-07-07 04:42:13 +0200","[wa-config] improving polylang url rewrites for translated wa-skill custom taxonomy url slugs"
"71d453a","Mickaël MOREAU","2022-07-07 04:26:24 +0200","[wa-config] improving polylang url rewrites for translated wa-skill custom taxonomy url slugs"
"821edd5","Mickaël MOREAU","2022-07-07 04:20:20 +0200","[wa-config] improving polylang url rewrites for translated wa-skill custom taxonomy url slugs"
"e4cb73d","Mickaël MOREAU","2022-07-07 02:57:04 +0200","[wa-config] improving polylang url rewrites for translated wa-mission custom post type url slugs"
"2f6a203","Mickaël MOREAU","2022-07-07 00:34:28 +0200","[wa-config] improving translation and connecting wa-mission and wa-skill to regular Wordpress Categoy taxonomy. (Skill get display aside regular wordpress categories)"
"f6ecb39","Mickaël MOREAU","2022-07-05 13:12:46 +0200","[wa-config] version after video summary"
"c5783f9","Mickaël MOREAU","2022-07-05 13:08:36 +0200","[wa-config] version after video summary"
"d6e20cc","Mickaël MOREAU","2022-07-05 02:37:16 +0200","[wa-config] readme.txt screen shoot review ok, next step : video summary"
"c5b5d4f","Mickaël MOREAU","2022-07-04 23:44:59 +0200","[wa-config] preparing specifications for last run after screen shoot review and demonstration video for plugin description and documentation"
"e0f0e9d","Mickaël MOREAU","2022-07-04 22:03:26 +0200","[wa-config] fixing readme.txt, adding screenshoot, bug fixing productions hard bugs, and preparing for wordpress.org"
"a44621a","Mickaël MOREAU","2022-07-04 16:13:23 +0200","[wa-config] fixing readme.txt and preparing for wordpress.org"
"47f4e14","Mickaël MOREAU","2022-07-04 15:55:57 +0200","[wa-config] fixing readme.txt and preparing for wordpress.org"
"ac215c6","Mickaël MOREAU","2022-07-04 15:31:13 +0200","[wa-config] replacing 'Pods' plugin since tagged as depreciated, but having commit this day, so might come back, did switch to 'display-post-types' instead"
"d091b40","Mickaël MOREAU","2022-07-04 14:13:21 +0200","[wa-config] improving wordings"
"dc6dfb4","Mickaël MOREAU","2022-07-04 13:25:48 +0200","[wa-config] chosing zip compression as default sql export compress type"
"407d6fc","Mickaël MOREAU","2022-07-04 10:54:25 +0200","[wa-config] fixing wrong .htaccess automatic review, all is GREEN in production test OK (CPanel LWS)"
"40d1c71","Mickaël MOREAU","2022-07-04 10:53:31 +0200","[wa-config] fixing wrong .htaccess automatic review, all is GREEN in production test OK (CPanel LWS)"
"b834a56","Mickaël MOREAU","2022-07-04 10:06:49 +0200","[wa-config] fixing wp_die and exsit system under test mode to be more srict on following excecution calls"
"c316185","Mickaël MOREAU","2022-07-04 09:47:15 +0200","[wa-config] fixing wp_die and exsit system under test mode to be more srict on following excecution calls"
"67c0757","Mickaël MOREAU","2022-07-04 09:06:36 +0200","[wa-config] fixing delay for production server overload secu pass"
"728c06a","Mickaël MOREAU","2022-07-04 07:42:37 +0200","[wa-config] bug fixing to allow production server success, 404 instead of 403 on some test check to fix"
"795d1f0","Mickaël MOREAU","2022-07-04 07:35:55 +0200","[wa-config] bug fixing to allow production server success"
"fe665f0","Mickaël MOREAU","2022-07-04 06:37:32 +0200","[wa-config] adding doc about possible errors and resolutions for end to end test launchs"
"a70dba2","Mickaël MOREAU","2022-07-04 04:50:47 +0200","[wa-config] fixing buggy wrong url under production even if ok under developpement, ok on both now"
"657f287","Mickaël MOREAU","2022-07-04 04:44:31 +0200","[wa-config] fixing buggy wrong url under production even if ok under developpement, ok on both now"
"cfe9656","Mickaël MOREAU","2022-07-04 02:39:52 +0200","[wa-config] adding comment to show Codeception version"
"8cdb7b0","Mickaël MOREAU","2022-07-04 02:31:17 +0200","[wa-config] fixing tests not working after refactoring, E2E_EnsureAdminConfigPanelCest OK"
"743984a","Mickaël MOREAU","2022-07-04 01:14:10 +0200","[wa-config] fixing tests not working after refactoring, class and id renamings in progress"
"879d543","Mickaël MOREAU","2022-07-04 00:52:11 +0200","[wa-config] fixing tests not working after refactoring, E2E_EnsureAdminConfigPanelCest::testingWAConfig_panelsAvailability OK"
"8ce662b","Mickaël MOREAU","2022-07-04 00:17:08 +0200","[wa-config] fixing tests not working after refactoring, methode renaming issue solved"
"7b56a05","Mickaël MOREAU","2022-07-03 23:07:10 +0200","[wa-config] fixing VSCode codesearch done in .backups folder that is only use for legacy backup and knowledge history"
"2b4022d","Mickaël MOREAU","2022-07-03 22:57:36 +0200","[wa-config] fixing test mode failback system and restor in case of failling tests, to rollback test user auth at least"
"442466a","Mickaël MOREAU","2022-07-03 22:33:41 +0200","[wa-config] fixing VSCode intelephense missing symbole by renaming src file with different name than App.php end production file excluded from intelephense search (Deep Exclude)"
"881db57","Mickaël MOREAU","2022-07-03 22:22:01 +0200","[wa-config] fixing VSCode intelephense duplicated symbole with ajusted .vscode/settings.json"
"31e0bbf","Mickaël MOREAU","2022-07-03 17:01:07 +0200","[wa-config] improving debugs for advanced end to end tests"
"12a153c","Mickaël MOREAU","2022-07-02 14:49:08 +0200","[wa-config] E2E_EnsureAdminConfigPanelCest => tests in progress. Production buids tested under production seem OK. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"58ea76f","Mickaël MOREAU","2022-07-02 13:37:46 +0200","[wa-config] E2E_EnsureAdminConfigPanelCest => tests in progress. Production buids tested under production seem OK. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"8a242f2","Mickaël MOREAU","2022-07-02 12:29:35 +0200","[wa-config] E2E_EnsureAdminConfigPanelCest => tests in progress. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"1489229","Mickaël MOREAU","2022-07-02 12:00:27 +0200","[wa-config] E2E_EnsureFooterCreditsCept => tested OK. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"3d730ba","Mickaël MOREAU","2022-07-02 11:18:38 +0200","[wa-config] Add a clean all existing options action for admin (reset to factory) => tested OK. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"8f87082","Mickaël MOREAU","2022-07-02 10:40:07 +0200","[wa-config] Add a clean all existing options action for admin (reset to factory). Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"f54562a","Mickaël MOREAU","2022-07-02 08:42:04 +0200","[wa-config] top-down review OK. Next step before release : testings, production builds, screen-captures, youtube video demo, last doc and assets update"
"9045c5e","Mickaël MOREAU","2022-07-02 07:30:34 +0200","[wa-config] top-down review in progress. App.php : Up to EditableScripts OK"
"40ada88","Mickaël MOREAU","2022-07-02 06:53:20 +0200","[wa-config] top-down review in progress. App.php : Up to Optimisable OK"
"cf2daf8","Mickaël MOREAU","2022-07-02 05:27:44 +0200","[wa-config] top-down review in progress. App.php : Up to OptiLvl OK"
"846e98a","Mickaël MOREAU","2022-07-02 04:43:01 +0200","[wa-config] top-down review in progress. App.php : Up to ApiInstanciable:api_inst_load_parameters OK"
"d4aa3c7","Mickaël MOREAU","2022-07-02 02:55:41 +0200","[wa-config] top-down review in progress. App.php : Up to ApiInstanciable OK"
"3168145","Mickaël MOREAU","2022-07-02 01:17:36 +0200","[wa-config] top-down review in progress. App.php : Up to EditableReview:e_review_data_action OK"
"8d0141e","Mickaël MOREAU","2022-07-02 00:30:20 +0200","[wa-config] top-down review in progress. App.php : Up to EditableReview:e_review_list_data_by_key OK"
"4cdb774","Mickaël MOREAU","2022-06-30 23:39:23 +0200","[wa-config] top-down review in progress. App.php : Up to EditableReview OK"
"83d4ea1","Mickaël MOREAU","2022-06-30 19:24:04 +0200","[wa-config] top-down review in progress. App.php : Up to EditableConfigPanels:_010_e_admin_config__bootstrap ok, independant review per plugin instance OK, duplication and backup humanly tested ok"
"ce7b30d","Mickaël MOREAU","2022-06-30 18:53:54 +0200","[wa-config] top-down review in progress. App.php : Up to EditableConfigPanels:_010_e_admin_config__bootstrap ok, buggy menu order fixed ok and adapted for multiple loads of personalised features of wa-config"
"80dee16","Mickaël MOREAU","2022-06-30 17:44:09 +0200","[wa-config] top-down review in progress. App.php : Up to EditableConfigPanels:_010_e_admin_config__bootstrap ok, fixing buggy menu order in progress"
"e3b78b7","Mickaël MOREAU","2022-06-30 16:28:52 +0200","[wa-config] top-down review in progress. App.php : Up to EditableConfigPanels:_010_e_admin_config__bootstrap ok"
"bf8f2f2","Mickaël MOREAU","2022-06-30 14:46:29 +0200","[wa-config] top-down review in progress. App.php : Up to EditableSkillsTaxo:_011_e_skill_taxo__load"
"836d218","Mickaël MOREAU","2022-06-30 12:01:26 +0200","[wa-config] top-down review in progress. App.php : Up to EditableMissionPost::_010_e_mission_CPT__load()"
"cd58a4d","Mickaël MOREAU","2022-06-30 09:55:39 +0200","[wa-config] top-down review in progress. App.php : Up to ExtendablePluginDescription, debuging paralelle save eReview in progress"
"b5b1f57","Mickaël MOREAU","2022-06-30 09:34:31 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, inner review updates issue solved, was due to overprecautions"
"e54c664","Mickaël MOREAU","2022-06-30 08:58:54 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, parallel load with MoonKiosk having inner review updates issue"
"9114adc","Mickaël MOREAU","2022-06-30 08:31:53 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, parallel load with MoonKiosk having inner review updates issue"
"a0dcb7f","Mickaël MOREAU","2022-06-30 07:49:28 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, All sound OK, front-head deploy no more complains in debug log, all sound OK"
"baf6772","Mickaël MOREAU","2022-06-30 07:08:53 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, DID FOUND buggy custom type losing menu_icon definition reason : Pods Plugin is playing with our custom wa-mission too in our dev env where we did add a custom pods on wa-mission..."
"1da4304","Mickaël MOREAU","2022-06-30 06:31:39 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, try to track buggy custom type losing menu_icon definition after CPT registration OK..."
"76ebf6e","Mickaël MOREAU","2022-06-30 06:30:01 +0200","[wa-config] top-down review in progress. App.php : Up to Admin/Notice, try to track buggy custom type losing menu_icon definition after CPT registration OK..."
"6f61138","Mickaël MOREAU","2022-06-30 06:24:27 +0200","[wa-config] top-down review in progress. App.php : Up to Utils strEndsWith, try to track buggy custom type losing menu_icon definition after CPT registration OK..."
"0a3f5bd","Mickaël MOREAU","2022-06-30 06:10:25 +0200","[wa-config] top-down review in progress. App.php : Up to Utils strEndsWith, try to track buggy custom type losing menu_icon definition after CPT registration OK..."
"0fed764","Mickaël MOREAU","2022-06-30 05:16:21 +0200","[wa-config] top-down review in progress. App.php : Up to Utils strEndsWith"
"6e3de24","Mickaël MOREAU","2022-06-30 05:08:52 +0200","[wa-config] top-down review in progress. App.php : Up to AppInterface::e2e_test_do_backup() OK"
"6332829","Mickaël MOREAU","2022-06-30 04:22:00 +0200","[wa-config] top-down review in progress. App.php : Up to AppInterface::e2e_test_action() OK"
"5809a28","Mickaël MOREAU","2022-06-30 01:45:21 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, trying to quick debug wa-mission custom post type, having menu_icon removed after post type register ?"
"7e6bc6a","Mickaël MOREAU","2022-06-29 23:50:02 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, improving code structuration + add a custom php source cleaner to replace not allowed obfuscator (keep doc comments, clean all other comments)"
"5803ec9","Mickaël MOREAU","2022-06-29 23:32:00 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, improving code structuration + add a custom php source cleaner to replace not allowed obfuscator (keep doc comments, clean all other comments)"
"c403acd","Mickaël MOREAU","2022-06-29 17:40:40 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, improving debugs"
"806b749","Mickaël MOREAU","2022-06-29 17:25:29 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, improving debugs"
"ded6226","Mickaël MOREAU","2022-06-29 17:11:53 +0200","[wa-config] top-down review in progress. App.php : Up to Translatable trait, improving debugs"
