"7d97cb0","Mickaël MOREAU","2022-06-14 07:33:53 +0200","[wa-config] adding git logs"
"03d599c","Mickaël MOREAU","2022-06-14 07:27:50 +0200","[wa-config] wordings"
"6cd12c6","Mickaël MOREAU","2022-06-14 06:51:43 +0200","[wa-config] adding pre-clean stuffs"
"52b054d","Mickaël MOREAU","2022-06-14 06:46:24 +0200","[wa-config] thinking about parameters polylang quick edit hacks"
"0db1097","Mickaël MOREAU","2022-06-14 06:26:21 +0200","[wa-config] fixing translation and improving custom credits template"
"c6f7c41","Mickaël MOREAU","2022-06-14 05:59:17 +0200","[wa-config] ajusting config to enable wa-config footer credits under 'oceanwp' theme"
"c164c05","Mickaël MOREAU","2022-06-14 05:27:37 +0200","[wa-config] adding TranslatableProduct to allow polylang plugin translations of WooCommerce products dans taxonomies"
"395d72a","Mickaël MOREAU","2022-06-13 08:16:24 +0200","[wa-config] adding wa-mission and wa-skill menu links"
"6b19ab8","Mickaël MOREAU","2022-06-13 06:55:05 +0200","[wa-config] Locotranslate with yandex plugin .mo translations for es_ES and failling for en_US"
"46cd6a2","Mickaël MOREAU","2022-06-13 06:54:04 +0200","[wa-config] Locotranslate with yandex plugin .mo translations for es_ES and failling for en_US"
"d2e9b47","Mickaël MOREAU","2022-06-13 06:46:20 +0200","[wa-config] Locotranslate with yandex plugin .mo translations for fr_FR"
"4735fd0","Mickaël MOREAU","2022-06-13 06:43:05 +0200","[wa-config] preparing plugin .mo translations"
"5389428","Mickaël MOREAU","2022-06-13 04:44:27 +0200","[wa-config] adding language support for usage with polylang plugin"
"d6b4743","Mickaël MOREAU","2022-06-13 02:45:53 +0200","[wa-config] bug fixing missing wa-mission post type by using PODS instead of custom-post-type-widget-blocks (disabled for now)"
"8fc66b5","Mickaël MOREAU","2022-06-12 23:26:06 +0200","[wa-config] bug fixing missing wa-mission post type still in progress : maybe 3 items limited for custom-post-type-widget-blocks or WP Ocean extra side effect"
"f6b5a1a","Mickaël MOREAU","2022-06-12 22:29:17 +0200","[wa-config] bug fixing sub bug of missing wa-mission post type (side effect error fixed)"
"48261eb","Mickaël MOREAU","2022-06-12 19:15:04 +0200","[wa-config] bug fixing"
"fd9812a","Mickaël MOREAU","2022-06-12 18:46:11 +0200","[wa-config] trying to solve missing post type listing for wa-mission inside custom-post type plugin (regression ? was working)"
"8a12201","Mickaël MOREAU","2022-06-10 10:54:00 +0200","[wa-config] improving doc and translations"
"8930b1c","Mickaël MOREAU","2022-06-08 23:19:27 +0200","[wa-config] i18n url translations sound too big for simple wa-config project, replaced by translation plugin activation check from the review panel"
"e095e93","Mickaël MOREAU","2022-06-08 08:46:09 +0200","[wa-config] ajusting i18n url translations in progress"
"b972d7e","Mickaël MOREAU","2022-06-08 08:20:23 +0200","[wa-config] ajusting i18n url translations in progress"
"1406150","Mickaël MOREAU","2022-06-08 05:43:04 +0200","[wa-config] improving checkpoint reviews import/export per user capabilites + improving assets for plugin submission"
"fe90067","Mickaël MOREAU","2022-06-08 03:42:18 +0200","[wa-config] removing meaningless action 'Disable' for computed reviews that will be re-computed on each review report page refresh..."
"bd90bf0","Mickaël MOREAU","2022-06-08 03:32:55 +0200","[wa-config] adding activation test for 'Query Monitor' plugin when debug mode is activated"
"7192b65","Mickaël MOREAU","2022-06-08 00:18:39 +0200","[wa-config] adding activation test for email log plugin and add a trash system for computed checkpoint reviews"
"6fe0430","Mickaël MOREAU","2022-06-07 20:23:12 +0200","[wa-config] improving readme.txt and assets for plugin submission"
"0c86100","Mickaël MOREAU","2022-06-07 17:27:56 +0200","[wa-config] adding basic review to test activation of common plugins with easy link to activate it, Done in the wp modal way..."
"9b7890e","Mickaël MOREAU","2022-06-07 17:22:06 +0200","[wa-config] adding basic review to test activation of common plugins with easy link to activate it, Done in the wp modal way..."
"fb59c7d","Mickaël MOREAU","2022-06-07 05:55:40 +0200","[wa-config] testing on fresh updated install from wp 5.9 to 6, having error add_submenu_page undefined, wrong upgrade or stuff to fix ?"
"6230740","Mickaël MOREAU","2022-06-07 05:10:44 +0200","[wa-config] improving browser compatibility review report"
